timestamp,zip_code,substation_id,temp_celsius,cloud_cover_pct,humidity_pct,gross_grid_load_mw,der_solar_gen_mw,der_battery_discharge_mw,net_load_mw,voltage_sensor_pu,frequency_hz
2023-01-01 16:00:00,19104,SUB-PHL-01,0.61,3.75,46.43,704.11,24.06,0.0,680.05,1.0096,60.006
2023-01-01 17:00:00,19101,SUB-PHL-01,2.06,56.92,65.86,714.09,5.57,11.39,697.13,1.0167,60.047
2023-01-01 18:00:00,19104,SUB-PHL-01,-1.68,92.08,77.96,805.1,0.0,5.25,799.85,1.0154,60.025
2023-01-01 19:00:00,19104,SUB-PHL-01,-3.99,96.84,38.0,882.17,0.0,7.75,874.42,1.0137,59.995
2023-01-01 20:00:00,19101,SUB-PHL-02,0.56,54.06,36.63,828.34,0.0,7.23,821.11,1.0178,59.952
2023-01-01 21:00:00,19101,SUB-PHL-01,-3.85,45.82,85.33,925.76,0.0,12.36,913.4,1.0015,60.002
2023-01-01 22:00:00,19103,SUB-PHL-01,-4.06,94.5,75.07,911.85,0.0,0.0,911.85,0.9803,60.007
2023-01-01 23:00:00,19102,SUB-PHL-01,-7.55,67.36,65.39,948.57,0.0,0.0,948.57,0.9804,59.992
2023-01-02 00:00:00,19101,SUB-PHL-01,-5.99,6.49,76.15,1172.76,0.0,0.0,1172.76,1.0018,59.983
2023-01-02 01:00:00,19102,SUB-PHL-02,-4.51,46.57,55.73,1101.71,0.0,0.0,1101.71,0.9974,60.003
2023-01-02 02:00:00,19103,SUB-PHL-02,-6.53,24.02,75.51,1057.7,0.0,0.0,1057.7,0.998,59.981
2023-01-02 03:00:00,19103,SUB-PHL-01,-2.68,46.98,52.31,917.24,0.0,0.0,917.24,0.996,60.037
2023-01-02 04:00:00,19104,SUB-PHL-02,-3.6,45.55,44.65,877.02,0.0,0.0,877.02,1.0167,60.03
2023-01-02 05:00:00,19103,SUB-PHL-01,-1.78,58.21,73.74,771.82,0.0,0.0,771.82,0.9944,60.013
2023-01-02 06:00:00,19104,SUB-PHL-01,-1.1,35.68,55.18,684.76,0.0,0.0,684.76,1.0142,60.002
2023-01-02 07:00:00,19104,SUB-PHL-02,5.1,16.43,88.88,558.32,10.81,0.0,547.51,1.0161,59.987
2023-01-02 08:00:00,19101,SUB-PHL-02,2.57,50.37,50.97,584.4,12.41,0.0,571.99,1.0,60.0
2023-01-02 09:00:00,19101,SUB-PHL-02,1.52,83.02,85.3,577.72,6.0,0.0,571.72,0.9979,60.033
2023-01-02 10:00:00,19102,SUB-PHL-01,6.08,66.4,85.98,546.65,14.55,0.0,532.1,1.0104,60.017
2023-01-02 11:00:00,19104,SUB-PHL-01,2.49,33.84,44.51,611.21,31.95,0.0,579.26,1.0083,60.004
2023-01-02 12:00:00,19104,SUB-PHL-02,5.52,93.55,77.89,608.82,3.22,0.0,605.6,0.9931,60.018
2023-01-02 13:00:00,19102,SUB-PHL-01,1.01,91.22,55.98,716.98,4.24,0.0,712.74,0.9841,60.011
2023-01-02 14:00:00,19104,SUB-PHL-02,1.77,20.93,85.05,790.48,34.24,0.0,756.24,0.9906,60.008
2023-01-02 15:00:00,19103,SUB-PHL-01,4.03,3.94,57.01,825.89,33.96,0.0,791.93,0.9852,60.02
2023-01-02 16:00:00,19104,SUB-PHL-02,4.08,74.13,74.66,855.62,6.47,0.0,849.15,0.9918,60.01
2023-01-02 17:00:00,19104,SUB-PHL-01,1.74,82.76,58.02,968.01,2.23,11.77,954.01,0.9905,60.017
2023-01-02 18:00:00,19104,SUB-PHL-01,-0.13,96.79,43.67,1058.37,0.0,13.92,1044.45,1.0055,60.003
2023-01-02 19:00:00,19101,SUB-PHL-02,-1.8,88.98,41.96,1134.25,0.0,5.87,1128.38,1.0182,59.995
2023-01-02 20:00:00,19103,SUB-PHL-02,-5.36,60.05,55.53,1238.22,0.0,9.22,1229.0,1.0074,59.989
2023-01-02 21:00:00,19104,SUB-PHL-02,-4.87,53.01,75.33,1234.11,0.0,5.3,1228.81,1.0171,59.987
2023-01-02 22:00:00,19103,SUB-PHL-01,-5.15,2.78,66.3,1230.31,0.0,0.0,1230.31,1.0114,59.968
2023-01-02 23:00:00,19103,SUB-PHL-01,-2.61,24.67,71.32,1159.27,0.0,0.0,1159.27,1.0091,59.982
2023-01-03 00:00:00,19103,SUB-PHL-02,-4.24,45.96,46.94,1141.87,0.0,0.0,1141.87,0.9966,59.981
2023-01-03 01:00:00,19102,SUB-PHL-02,-8.28,62.85,58.89,1146.11,0.0,0.0,1146.11,0.993,59.99
2023-01-03 02:00:00,19104,SUB-PHL-01,-3.61,55.73,32.66,1012.03,0.0,0.0,1012.03,1.0139,60.031
2023-01-03 03:00:00,19101,SUB-PHL-02,-4.23,74.26,79.05,945.76,0.0,0.0,945.76,1.0162,59.997
2023-01-03 04:00:00,19101,SUB-PHL-02,-3.78,27.98,89.39,878.67,0.0,0.0,878.67,0.9981,60.005
2023-01-03 05:00:00,19101,SUB-PHL-02,0.0,56.5,54.41,743.23,0.0,0.0,743.23,0.9804,60.005
2023-01-03 06:00:00,19101,SUB-PHL-02,2.14,8.81,30.66,640.31,0.0,0.0,640.31,1.0117,60.032
2023-01-03 07:00:00,19104,SUB-PHL-02,3.23,41.37,40.19,578.64,7.59,0.0,571.05,0.9914,59.988
2023-01-03 08:00:00,19101,SUB-PHL-01,0.89,75.02,69.15,599.32,6.24,0.0,593.08,0.9804,59.996
2023-01-03 09:00:00,19103,SUB-PHL-02,2.99,69.34,66.72,565.07,10.84,0.0,554.23,1.0122,59.998
2023-01-03 10:00:00,19102,SUB-PHL-02,5.07,99.06,77.27,562.51,0.41,0.0,562.1,1.0007,60.023
2023-01-03 11:00:00,19101,SUB-PHL-02,6.85,27.79,45.23,552.61,34.87,0.0,517.74,1.0074,60.027
2023-01-03 12:00:00,19103,SUB-PHL-01,4.12,49.82,75.82,638.35,25.09,0.0,613.26,1.0166,60.009
2023-01-03 13:00:00,19101,SUB-PHL-01,4.53,32.95,71.28,656.94,32.38,0.0,624.56,1.0016,60.025
2023-01-03 14:00:00,19104,SUB-PHL-02,2.19,44.06,49.37,775.74,24.22,0.0,751.52,1.0001,60.004
2023-01-03 15:00:00,19103,SUB-PHL-02,1.22,85.7,62.73,855.25,5.06,0.0,850.19,0.9916,59.997
2023-01-03 16:00:00,19104,SUB-PHL-01,4.2,68.42,38.84,835.9,7.89,0.0,828.01,0.9922,60.024
2023-01-03 17:00:00,19101,SUB-PHL-01,4.08,88.24,57.15,929.27,1.52,7.19,920.56,1.0119,60.01
2023-01-03 18:00:00,19103,SUB-PHL-02,-0.07,20.35,82.87,1057.02,0.0,10.05,1046.97,0.998,59.985
2023-01-03 19:00:00,19103,SUB-PHL-01,0.79,87.34,55.27,1082.04,0.0,5.27,1076.77,0.9865,60.02
2023-01-03 20:00:00,19103,SUB-PHL-02,-1.7,5.98,80.37,1152.92,0.0,6.99,1145.93,0.9838,59.996
2023-01-03 21:00:00,19101,SUB-PHL-02,-4.75,88.86,65.42,1254.9,0.0,11.5,1243.4,0.9989,59.993
2023-01-03 22:00:00,19102,SUB-PHL-01,-3.53,32.91,41.51,1192.2,0.0,0.0,1192.2,0.9986,60.018
2023-01-03 23:00:00,19102,SUB-PHL-01,-1.68,31.46,64.87,1142.45,0.0,0.0,1142.45,1.0061,59.998
2023-01-04 00:00:00,19104,SUB-PHL-01,-5.02,51.21,60.36,1172.29,0.0,0.0,1172.29,0.9988,60.008
2023-01-04 01:00:00,19102,SUB-PHL-02,-1.65,94.07,53.92,1024.91,0.0,0.0,1024.91,0.9857,60.013
2023-01-04 02:00:00,19101,SUB-PHL-02,-9.52,4.78,37.18,1142.05,0.0,0.0,1142.05,1.0003,59.984
2023-01-04 03:00:00,19103,SUB-PHL-01,-1.84,35.22,55.0,905.44,0.0,0.0,905.44,1.0163,60.008
2023-01-04 04:00:00,19103,SUB-PHL-01,-2.28,85.66,34.37,846.84,0.0,0.0,846.84,0.9864,60.027
2023-01-04 05:00:00,19101,SUB-PHL-01,-1.84,39.61,35.93,752.38,0.0,0.0,752.38,1.0076,59.981
2023-01-04 06:00:00,19103,SUB-PHL-02,0.23,19.92,54.95,703.36,0.0,0.0,703.36,1.0038,60.009
2023-01-04 07:00:00,19102,SUB-PHL-01,-2.63,42.48,48.32,666.76,7.44,0.0,659.32,1.0099,59.983
2023-01-04 08:00:00,19104,SUB-PHL-02,2.11,38.56,85.53,601.17,15.36,0.0,585.81,0.986,60.02
2023-01-04 09:00:00,19101,SUB-PHL-01,4.3,91.54,52.54,544.87,2.99,0.0,541.88,1.0177,60.02
2023-01-04 10:00:00,19103,SUB-PHL-02,7.34,76.19,75.47,517.87,10.31,0.0,507.56,1.0048,59.993
2023-01-04 11:00:00,19101,SUB-PHL-01,3.84,50.51,61.81,600.69,23.9,0.0,576.79,1.0139,60.044
2023-01-04 12:00:00,19102,SUB-PHL-01,3.43,98.84,72.25,647.08,0.58,0.0,646.5,0.9899,60.022
2023-01-04 13:00:00,19103,SUB-PHL-02,3.88,46.53,45.61,667.42,25.82,0.0,641.6,1.0096,60.014
2023-01-04 14:00:00,19103,SUB-PHL-02,6.21,5.82,86.51,710.25,40.78,0.0,669.47,1.0112,60.013
2023-01-04 15:00:00,19103,SUB-PHL-02,4.24,26.23,61.81,804.13,26.08,0.0,778.05,0.9959,60.02
2023-01-04 16:00:00,19103,SUB-PHL-02,1.49,43.61,79.88,899.27,14.1,0.0,885.17,0.9954,59.98
2023-01-04 17:00:00,19101,SUB-PHL-02,2.37,15.69,51.9,967.43,10.91,10.45,946.07,1.0063,60.004
2023-01-04 18:00:00,19102,SUB-PHL-02,0.24,94.76,36.01,1034.75,0.0,7.2,1027.55,0.9837,60.008
2023-01-04 19:00:00,19102,SUB-PHL-02,0.69,76.68,70.42,1074.14,0.0,10.89,1063.25,1.0094,59.992
2023-01-04 20:00:00,19104,SUB-PHL-02,-3.85,26.83,30.47,1216.28,0.0,13.09,1203.19,0.9817,60.009
2023-01-04 21:00:00,19101,SUB-PHL-02,-4.14,59.08,58.52,1219.34,0.0,5.06,1214.28,0.9876,60.025
2023-01-04 22:00:00,19102,SUB-PHL-02,-5.06,72.14,41.57,1242.22,0.0,0.0,1242.22,1.0066,59.992
2023-01-04 23:00:00,19101,SUB-PHL-01,-7.71,94.13,67.64,1273.28,0.0,0.0,1273.28,0.9839,59.999
2023-01-05 00:00:00,19101,SUB-PHL-02,-4.38,88.16,88.77,1148.25,0.0,0.0,1148.25,1.0189,59.984
2023-01-05 01:00:00,19102,SUB-PHL-01,-4.28,51.52,57.86,1097.42,0.0,0.0,1097.42,1.0147,59.964
2023-01-05 02:00:00,19104,SUB-PHL-01,-4.29,77.47,79.05,1018.48,0.0,0.0,1018.48,1.0051,60.016
2023-01-05 03:00:00,19104,SUB-PHL-02,-3.97,56.21,60.47,943.78,0.0,0.0,943.78,1.0128,59.999
2023-01-05 04:00:00,19104,SUB-PHL-02,-5.3,55.27,59.75,901.91,0.0,0.0,901.91,1.0155,60.001
2023-01-05 05:00:00,19103,SUB-PHL-02,-2.1,11.47,85.83,779.54,0.0,0.0,779.54,0.9904,59.98
2023-01-05 06:00:00,19102,SUB-PHL-01,-0.65,12.61,83.4,702.52,0.0,0.0,702.52,1.014,59.996
2023-01-05 07:00:00,19103,SUB-PHL-01,-0.28,52.95,77.15,636.21,6.09,0.0,630.12,0.9878,60.022
2023-01-05 08:00:00,19103,SUB-PHL-01,2.21,26.89,47.78,594.89,18.28,0.0,576.61,0.9965,60.0
2023-01-05 09:00:00,19103,SUB-PHL-01,4.37,2.1,62.7,545.15,34.61,0.0,510.54,1.0023,60.001
2023-01-05 10:00:00,19101,SUB-PHL-01,8.13,72.28,43.43,501.15,12.0,0.0,489.15,1.0086,60.004
2023-01-05 11:00:00,19101,SUB-PHL-01,5.21,3.25,56.64,573.84,46.73,0.0,527.11,0.9812,59.975
2023-01-05 12:00:00,19102,SUB-PHL-02,5.55,59.53,59.05,597.69,20.23,0.0,577.46,0.9916,60.012
2023-01-05 13:00:00,19102,SUB-PHL-01,4.71,53.92,79.9,675.34,22.25,0.0,653.09,1.0043,59.975
2023-01-05 14:00:00,19101,SUB-PHL-01,0.52,96.88,83.76,801.96,1.35,0.0,800.61,0.9943,59.981
2023-01-05 15:00:00,19101,SUB-PHL-02,3.51,48.42,54.88,787.79,18.24,0.0,769.55,1.011,59.979
2023-01-05 16:00:00,19103,SUB-PHL-02,2.65,6.36,31.06,877.87,23.41,0.0,854.46,1.0061,59.996
2023-01-05 17:00:00,19104,SUB-PHL-01,6.25,55.17,81.71,856.53,5.8,13.06,837.67,0.9894,59.993
2023-01-05 18:00:00,19104,SUB-PHL-02,-0.35,84.11,40.46,1057.57,0.0,11.98,1045.59,0.9858,60.0
2023-01-05 19:00:00,19104,SUB-PHL-01,-0.66,99.68,67.31,1115.55,0.0,8.4,1107.15,1.0052,59.982
2023-01-05 20:00:00,19104,SUB-PHL-01,-2.54,43.03,31.5,1178.65,0.0,6.55,1172.1,0.998,60.02
2023-01-05 21:00:00,19104,SUB-PHL-02,-5.84,32.03,53.97,1261.76,0.0,14.57,1247.19,0.9868,60.017
2023-01-05 22:00:00,19103,SUB-PHL-02,-2.01,90.67,89.16,1181.77,0.0,0.0,1181.77,0.9931,59.997
2023-01-05 23:00:00,19102,SUB-PHL-01,-3.29,19.12,36.04,1147.59,0.0,0.0,1147.59,0.9921,59.99
2023-01-06 00:00:00,19101,SUB-PHL-02,-3.4,61.54,55.42,1141.11,0.0,0.0,1141.11,0.9843,59.988
2023-01-06 01:00:00,19103,SUB-PHL-02,-6.63,40.57,48.43,1132.3,0.0,0.0,1132.3,1.0019,59.994
2023-01-06 02:00:00,19104,SUB-PHL-02,-1.51,4.11,84.31,966.06,0.0,0.0,966.06,1.0105,59.972
2023-01-06 03:00:00,19101,SUB-PHL-02,-6.32,34.73,82.16,978.49,0.0,0.0,978.49,1.003,59.981
2023-01-06 04:00:00,19103,SUB-PHL-02,-1.31,26.52,44.26,839.63,0.0,0.0,839.63,1.0131,60.017
2023-01-06 05:00:00,19104,SUB-PHL-01,3.1,68.61,34.87,679.76,0.0,0.0,679.76,0.9851,60.006
2023-01-06 06:00:00,19103,SUB-PHL-01,-1.96,94.88,67.63,713.36,0.0,0.0,713.36,0.9974,60.033
2023-01-06 07:00:00,19101,SUB-PHL-02,0.18,26.8,50.18,646.84,9.47,0.0,637.37,1.0044,59.994
2023-01-06 08:00:00,19102,SUB-PHL-01,2.72,81.15,70.33,567.01,4.71,0.0,562.3,1.007,59.993
2023-01-06 09:00:00,19104,SUB-PHL-02,2.55,5.54,31.93,567.67,33.4,0.0,534.27,1.0078,59.992
2023-01-06 10:00:00,19101,SUB-PHL-02,1.25,53.81,38.0,600.43,20.0,0.0,580.43,1.0092,59.994
2023-01-06 11:00:00,19101,SUB-PHL-02,4.98,7.06,71.18,568.75,44.89,0.0,523.86,1.0061,59.987
2023-01-06 12:00:00,19102,SUB-PHL-02,2.89,93.4,42.74,636.3,3.3,0.0,633.0,0.9838,60.005
2023-01-06 13:00:00,19103,SUB-PHL-02,5.79,76.64,81.46,647.41,11.28,0.0,636.13,1.0078,60.001
2023-01-06 14:00:00,19102,SUB-PHL-02,2.51,65.79,33.52,767.27,14.81,0.0,752.46,1.009,59.99
2023-01-06 15:00:00,19102,SUB-PHL-01,6.65,82.39,42.93,746.87,6.23,0.0,740.64,1.0197,60.025
2023-01-06 16:00:00,19103,SUB-PHL-01,0.95,64.75,89.91,929.91,8.81,0.0,921.1,1.0077,60.038
2023-01-06 17:00:00,19103,SUB-PHL-01,0.67,96.89,55.98,976.65,0.4,8.37,967.88,1.0075,60.023
2023-01-06 18:00:00,19103,SUB-PHL-02,1.64,71.4,72.18,1006.25,0.0,5.93,1000.32,1.0006,60.011
2023-01-06 19:00:00,19101,SUB-PHL-01,-3.74,92.47,40.96,1200.11,0.0,5.97,1194.14,1.0147,60.015
2023-01-06 20:00:00,19101,SUB-PHL-02,-2.03,51.71,66.59,1162.66,0.0,13.47,1149.19,1.0199,60.037
2023-01-06 21:00:00,19104,SUB-PHL-02,-0.9,11.71,73.57,1138.95,0.0,11.04,1127.91,1.0112,60.015
2023-01-06 22:00:00,19104,SUB-PHL-01,-7.53,52.82,48.87,1279.5,0.0,0.0,1279.5,1.0045,59.988
2023-01-06 23:00:00,19102,SUB-PHL-02,-4.44,12.69,79.73,1207.47,0.0,0.0,1207.47,0.9832,60.008
2023-01-07 00:00:00,19102,SUB-PHL-02,-4.47,59.25,66.21,860.65,0.0,0.0,860.65,1.0091,60.013
2023-01-07 01:00:00,19104,SUB-PHL-02,-3.26,48.25,53.35,798.45,0.0,0.0,798.45,1.0083,59.98
2023-01-07 02:00:00,19102,SUB-PHL-01,-6.8,62.26,63.46,800.5,0.0,0.0,800.5,1.011,59.994
2023-01-07 03:00:00,19103,SUB-PHL-02,-6.17,1.0,64.61,745.92,0.0,0.0,745.92,0.985,60.022
2023-01-07 04:00:00,19101,SUB-PHL-02,-1.45,19.48,39.93,618.1,0.0,0.0,618.1,1.0061,59.964
2023-01-07 05:00:00,19104,SUB-PHL-02,-0.69,49.13,54.16,585.98,0.0,0.0,585.98,0.9918,59.975
2023-01-07 06:00:00,19101,SUB-PHL-01,0.51,95.05,50.61,510.0,0.0,0.0,510.0,1.0104,59.996
2023-01-07 07:00:00,19104,SUB-PHL-01,1.99,38.36,54.05,473.71,7.98,0.0,465.73,0.9896,60.007
2023-01-07 08:00:00,19101,SUB-PHL-02,1.15,42.44,75.67,460.45,14.39,0.0,446.06,1.0074,59.973
2023-01-07 09:00:00,19104,SUB-PHL-02,4.01,71.47,58.95,418.49,10.09,0.0,408.4,0.9918,59.997
2023-01-07 10:00:00,19101,SUB-PHL-02,4.92,60.38,86.42,410.38,17.16,0.0,393.22,0.9804,60.023
2023-01-07 11:00:00,19103,SUB-PHL-02,3.41,29.89,47.62,452.22,33.86,0.0,418.36,1.0053,60.001
2023-01-07 12:00:00,19104,SUB-PHL-02,8.74,41.08,54.94,426.22,29.46,0.0,396.76,0.9845,60.019
2023-01-07 13:00:00,19104,SUB-PHL-02,5.78,21.77,77.22,482.57,37.78,0.0,444.79,1.0064,59.988
2023-01-07 14:00:00,19104,SUB-PHL-02,1.95,96.6,62.76,579.22,1.47,0.0,577.75,1.017,59.984
2023-01-07 15:00:00,19103,SUB-PHL-01,4.86,13.06,62.82,599.25,30.74,0.0,568.51,1.0188,60.017
2023-01-07 16:00:00,19101,SUB-PHL-01,0.56,37.18,33.2,715.72,15.7,0.0,700.02,0.9894,60.007
2023-01-07 17:00:00,19104,SUB-PHL-01,2.88,2.58,53.92,714.21,12.61,13.07,688.53,1.0124,59.976
2023-01-07 18:00:00,19101,SUB-PHL-01,2.32,22.18,46.24,771.58,0.0,12.3,759.28,0.9941,59.984
2023-01-07 19:00:00,19103,SUB-PHL-02,-2.93,78.05,89.96,865.56,0.0,10.36,855.2,1.016,60.031
2023-01-07 20:00:00,19102,SUB-PHL-02,-0.57,20.12,48.5,858.52,0.0,14.73,843.79,1.0115,59.982
2023-01-07 21:00:00,19104,SUB-PHL-01,-2.7,8.01,83.07,909.02,0.0,8.79,900.23,0.983,60.019
2023-01-07 22:00:00,19103,SUB-PHL-02,-2.68,47.45,70.57,879.28,0.0,0.0,879.28,0.9963,59.99
2023-01-07 23:00:00,19101,SUB-PHL-02,-1.03,1.0,50.45,834.69,0.0,0.0,834.69,0.9935,60.0
2023-01-08 00:00:00,19104,SUB-PHL-01,-5.49,8.48,62.61,898.13,0.0,0.0,898.13,1.0114,60.006
2023-01-08 01:00:00,19101,SUB-PHL-02,-6.34,80.76,80.43,839.05,0.0,0.0,839.05,0.9964,59.958
2023-01-08 02:00:00,19102,SUB-PHL-02,-6.11,77.15,83.0,778.64,0.0,0.0,778.64,1.0074,59.971
2023-01-08 03:00:00,19104,SUB-PHL-02,-5.17,91.51,39.62,737.57,0.0,0.0,737.57,1.0041,60.002
2023-01-08 04:00:00,19104,SUB-PHL-02,-2.65,85.45,50.37,646.8,0.0,0.0,646.8,1.019,59.986
2023-01-08 05:00:00,19101,SUB-PHL-02,-0.61,68.32,50.11,565.95,0.0,0.0,565.95,1.0175,60.02
2023-01-08 06:00:00,19104,SUB-PHL-01,0.55,5.23,32.52,507.78,0.0,0.0,507.78,0.9971,59.968
2023-01-08 07:00:00,19103,SUB-PHL-01,2.95,78.28,65.89,449.11,2.81,0.0,446.3,1.0089,60.011
2023-01-08 08:00:00,19103,SUB-PHL-01,2.53,84.55,81.29,441.98,3.86,0.0,438.12,1.0132,59.972
2023-01-08 09:00:00,19102,SUB-PHL-01,6.44,79.91,52.89,411.69,7.1,0.0,404.59,1.016,59.993
2023-01-08 10:00:00,19103,SUB-PHL-02,3.8,50.85,74.4,429.37,21.28,0.0,408.09,0.9827,59.979
2023-01-08 11:00:00,19102,SUB-PHL-01,10.27,23.29,67.66,402.02,37.05,0.0,364.97,0.9921,60.038
2023-01-08 12:00:00,19101,SUB-PHL-01,6.25,84.53,52.54,438.63,7.73,0.0,430.9,0.9928,59.973
2023-01-08 13:00:00,19101,SUB-PHL-02,3.12,72.72,38.46,518.63,13.18,0.0,505.45,0.9974,59.998
2023-01-08 14:00:00,19102,SUB-PHL-01,2.19,98.08,72.56,570.84,0.83,0.0,570.01,0.9868,59.965
2023-01-08 15:00:00,19103,SUB-PHL-02,4.5,15.57,81.27,580.9,29.85,0.0,551.05,0.9998,60.032
2023-01-08 16:00:00,19103,SUB-PHL-01,2.05,22.57,71.15,671.81,19.36,0.0,652.45,1.0065,60.008
2023-01-08 17:00:00,19102,SUB-PHL-01,2.72,21.18,31.07,712.32,10.2,10.52,691.6,0.9999,60.003
2023-01-08 18:00:00,19102,SUB-PHL-02,0.95,79.25,42.97,780.61,0.0,13.29,767.32,1.0066,60.029
2023-01-08 19:00:00,19101,SUB-PHL-01,-1.44,18.69,34.17,868.22,0.0,11.19,857.03,0.9827,60.003
2023-01-08 20:00:00,19102,SUB-PHL-02,-4.19,6.67,64.22,919.18,0.0,13.62,905.56,1.015,60.004
2023-01-08 21:00:00,19103,SUB-PHL-02,-6.56,99.86,75.39,974.88,0.0,10.77,964.11,1.0176,60.003
2023-01-08 22:00:00,19102,SUB-PHL-02,-5.22,2.48,36.63,933.13,0.0,0.0,933.13,1.0047,60.011
2023-01-08 23:00:00,19102,SUB-PHL-02,-3.12,83.52,80.3,891.87,0.0,0.0,891.87,1.0153,59.99
2023-01-09 00:00:00,19102,SUB-PHL-01,-4.57,36.54,63.33,1178.25,0.0,0.0,1178.25,0.9853,59.996
2023-01-09 01:00:00,19101,SUB-PHL-02,-7.32,84.16,71.4,1157.33,0.0,0.0,1157.33,1.0119,60.016
2023-01-09 02:00:00,19102,SUB-PHL-01,-3.98,55.46,88.28,1004.83,0.0,0.0,1004.83,0.9848,60.006
2023-01-09 03:00:00,19104,SUB-PHL-02,-2.76,90.16,35.02,914.19,0.0,0.0,914.19,0.9963,59.998
2023-01-09 04:00:00,19104,SUB-PHL-02,-4.27,92.62,84.07,876.16,0.0,0.0,876.16,0.993,59.972
2023-01-09 05:00:00,19104,SUB-PHL-02,-0.99,0.91,37.57,759.21,0.0,0.0,759.21,1.0034,60.03
2023-01-09 06:00:00,19103,SUB-PHL-02,0.12,7.54,53.58,690.73,0.0,0.0,690.73,0.9921,59.987
2023-01-09 07:00:00,19103,SUB-PHL-01,-0.99,25.04,81.09,661.76,9.7,0.0,652.06,1.0055,60.02
2023-01-09 08:00:00,19102,SUB-PHL-02,3.22,66.93,84.38,576.8,8.27,0.0,568.53,0.9947,60.004
2023-01-09 09:00:00,19104,SUB-PHL-01,4.66,88.83,60.38,543.92,3.95,0.0,539.97,1.0144,59.974
2023-01-09 10:00:00,19101,SUB-PHL-01,6.5,45.99,65.65,538.81,23.39,0.0,515.42,1.0054,60.025
2023-01-09 11:00:00,19104,SUB-PHL-02,6.94,60.7,72.49,570.05,18.98,0.0,551.07,0.9886,60.005
2023-01-09 12:00:00,19104,SUB-PHL-02,2.24,18.85,79.97,663.88,40.58,0.0,623.3,0.9934,60.027
2023-01-09 13:00:00,19103,SUB-PHL-02,2.95,80.5,37.29,699.71,9.42,0.0,690.29,1.0139,59.996
2023-01-09 14:00:00,19103,SUB-PHL-01,5.36,96.73,78.6,723.76,1.42,0.0,722.34,0.9955,60.014
2023-01-09 15:00:00,19101,SUB-PHL-02,4.56,26.86,58.88,784.21,25.86,0.0,758.35,1.0014,59.965
2023-01-09 16:00:00,19103,SUB-PHL-02,3.53,49.48,57.04,864.0,12.63,0.0,851.37,1.006,59.99
2023-01-09 17:00:00,19101,SUB-PHL-02,9.0,8.61,55.43,806.72,11.83,12.05,782.84,0.9939,59.975
2023-01-09 18:00:00,19103,SUB-PHL-01,1.14,55.91,60.55,1028.43,0.0,5.46,1022.97,0.9918,59.993
2023-01-09 19:00:00,19104,SUB-PHL-02,0.98,50.28,86.7,1069.59,0.0,7.28,1062.31,0.999,60.009
2023-01-09 20:00:00,19104,SUB-PHL-01,-0.59,14.44,62.89,1147.89,0.0,7.89,1140.0,0.9886,59.988
2023-01-09 21:00:00,19101,SUB-PHL-01,-2.23,44.21,87.19,1178.43,0.0,5.8,1172.63,0.9914,60.017
2023-01-09 22:00:00,19101,SUB-PHL-02,-4.96,33.41,40.82,1229.23,0.0,0.0,1229.23,0.9825,59.983
2023-01-09 23:00:00,19103,SUB-PHL-02,-3.31,52.18,73.45,1190.52,0.0,0.0,1190.52,0.9922,60.018
